idx,Option,Filing_Date,Trade_Date,Ticker,Company_Name,Insider_Name,Title,Trade_Type,Price,Qty,Owned,ΔOwn,Value,2w,1m,2m,3m,4m,5m,6m,7m,8m,9m,10m,11m,1yr,2yr,2w%,1m%,2m%,3m%,4m%,5m%,6m%,7m%,8m%,9m%,10m%,11m%,1yr%,2yr%,active,done,skip,source,exchange
248,False,2015-09-23,2015-09-23,WFRD,Weatherford International Plc,Shivram Krishna,"EVP, CFO",P - Purchase,5.935,33750.0,389600.0,9.0,298080.0,6.93,6.6,0.0,10.25,10.18,11.25,19.29,18.9,17.12,18.28,29.5,29.96,27.98,0.0,16.76,11.2,0.0,72.7,71.52,89.55,225.02,218.45,188.46,208.0,397.05,404.8,371.44,0.0,True,True,True,YF,NASDAQ
250,False,2015-09-22,2015-09-18,MFRM,Mattress Firm Holding Corp.,Weiss Alexander,CFO,P - Purchase,0.0,5000.0,40629.0,14.0,226739.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
249,False,2015-09-22,2015-09-21,SUME,Summer Energy Holdings Inc,George Jaleea Pyle,"CFO, Secretary",P - Purchase,0.0,2600.0,5050.0,106.0,3063.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
254,False,2015-09-21,2015-09-18,UFCS,United Fire Group Inc,Jaffray Dawn M,CFO,P - Purchase,26.626,500.0,654.0,325.0,16475.0,27.71,28.26,31.56,31.92,30.44,29.09,33.03,35.9,32.82,,32.55,34.67,35.02,36.9,4.07,6.14,18.53,19.88,14.32,9.25,24.05,34.83,23.26,,22.25,30.21,31.53,38.59,True,True,True,YF,NASDAQ
252,False,2015-09-21,2015-09-17,TPLM,Triangle Petroleum Corp,Bliffen Justin,CFO,P - Purchase,0.0,17500.0,200005.0,10.0,36450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
253,False,2015-09-21,2015-09-17,ARO,Aeropostale Inc,Dick David J.,SVP - CFO,P - Purchase,0.0,25000.0,25000.0,New,19965.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
251,True,2015-09-21,2014-12-31,JALA,"Be Active Holdings, Inc.",Wolfson David,"CFO, 10%",P - Purchase,1.8,6385528.0,6839556.0,999.0,639.0,0.7,0.8,0.4,0.5,0.35,0.23,0.4,0.3,0.18,0.23,0.17,0.21,0.14,0.06,-61.11,-55.56,-77.78,-72.22,-80.56,-87.22,-77.78,-83.33,-90.0,-87.22,-90.56,-88.33,-92.22,-96.67,False,True,True,YF,
255,False,2015-09-17,2015-09-17,BIOL,"Biolase, Inc",Dreyer David C,"SVP ,  CFO",P - Purchase,7.4,10000.0,10000.0,New,14500.0,5.65,5.25,3.75,4.1,4.15,4.7,4.8,6.75,5.7,5.8,5.15,6.4,9.4,2.75,-23.65,-29.05,-49.32,-44.59,-43.92,-36.49,-35.14,-8.78,-22.97,-21.62,-30.41,-13.51,27.03,-62.84,True,True,True,YF,NASDAQ
256,False,2015-09-16,2015-09-15,TLYS,"Tilly'S, Inc.",Henry Michael,CFO,P - Purchase,4.814,5000.0,15000.0,50.0,38239.0,4.64,5.13,4.15,3.86,4.15,4.03,5.02,4.11,3.64,3.87,3.78,3.78,5.95,7.57,-3.61,6.56,-13.79,-19.82,-13.79,-16.29,4.28,-14.62,-24.39,-19.61,-21.48,-21.48,23.6,57.25,True,True,True,YF,NYSE
257,False,2015-09-16,2015-09-16,CRBP,"Corbus Pharmaceuticals Holdings, Inc.",Moran Sean F.,CFO,P - Purchase,2.08,5000.0,60250.0,9.0,10605.0,1.99,1.89,1.7,1.7,1.66,1.26,1.71,2.18,2.62,3.75,2.99,2.86,5.25,6.9,-4.33,-9.13,-18.27,-18.27,-20.19,-39.42,-17.79,4.81,25.96,80.29,43.75,37.5,152.4,231.73,True,True,True,YF,NASDAQ
258,True,2015-09-15,2015-09-14,USAT,USA Technologies Inc,Smith James Duncan,CFO,P - Purchase,0.0,7500.0,7500.0,New,22350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
259,False,2015-09-15,2015-09-14,BUSE,First Busey Corp ,Elliott Robin N,EVP CFO,P - Purchase,14.61,11300.0,53408.0,27.0,203574.0,15.63,15.84,17.06,18.11,16.85,15.3,15.51,16.61,16.91,17.01,17.65,18.87,19.65,,6.98,8.42,16.77,23.96,15.33,4.72,6.16,13.69,15.74,16.43,20.81,29.16,34.5,,True,True,True,YF,NASDAQ
260,False,2015-09-15,2015-09-15,CRBP,"Corbus Pharmaceuticals Holdings, Inc.",Moran Sean F.,CFO,P - Purchase,2.16,5000.0,55250.0,10.0,10720.0,1.99,1.89,1.7,1.7,1.66,1.26,1.71,2.18,2.62,3.75,2.99,2.86,5.25,6.9,-7.87,-12.5,-21.3,-21.3,-23.15,-41.67,-20.83,0.93,21.3,73.61,38.43,32.41,143.06,219.44,True,True,True,YF,NASDAQ
265,False,2015-09-14,2015-09-14,CRBP,"Corbus Pharmaceuticals Holdings, Inc.",Moran Sean F.,CFO,P - Purchase,2.01,5000.0,50250.0,11.0,9820.0,1.99,1.89,1.7,1.7,1.66,1.26,1.71,2.18,2.62,3.75,2.99,2.86,5.25,6.9,-1.0,-5.97,-15.42,-15.42,-17.41,-37.31,-14.93,8.46,30.35,86.57,48.76,42.29,161.19,243.28,True,True,True,YF,NASDAQ
264,False,2015-09-14,2015-09-14,CAPN,"Capnia, Inc.",O'Toole David D,"SVP, CFO",P - Purchase,0.0,7500.0,22750.0,49.0,17885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
261,False,2015-09-14,2015-09-11,PCRX,"Pacira Pharmaceuticals, Inc.",Scibetta James S,"SVP, CFO",P - Purchase,63.51,5000.0,10504.0,91.0,306850.0,46.21,42.0,56.63,64.66,75.0,62.09,53.82,60.48,44.19,46.95,36.44,43.38,39.01,37.45,-27.24,-33.87,-10.83,1.81,18.09,-2.24,-15.26,-4.77,-30.42,-26.07,-42.62,-31.7,-38.58,-41.03,False,True,True,YF,
262,False,2015-09-14,2015-09-10,VUZI,Vuzix Corp,Russell Grant,"CFO, EVP",P - Purchase,5.18,1500.0,1500.0,New,7500.0,5.35,5.36,5.07,6.29,7.32,5.45,5.89,5.12,5.18,5.75,6.31,7.41,8.93,6.2,3.28,3.47,-2.12,21.43,41.31,5.21,13.71,-1.16,0.0,11.0,21.81,43.05,72.39,19.69,False,True,True,YF,
266,False,2015-09-14,2015-09-10,CUZ,Cousins Properties Inc,Adzema Gregg D,"EVP, CFO",P - Purchase,21.557,10000.0,99477.0,11.0,90790.0,21.37,22.64,23.04,,21.78,19.94,20.39,23.12,25.21,25.21,24.67,26.14,,30.45,-0.87,5.02,6.88,,1.03,-7.5,-5.41,7.25,16.95,16.95,14.44,21.26,,41.25,True,True,True,YF,NYSE
263,False,2015-09-14,2015-09-14,APIC,Apigee Corp,Wan Tim M,CFO,P - Purchase,0.772,4000.0,4000.0,New,31994.0,0.77,0.77,0.79,0.82,0.83,0.88,0.89,0.94,0.95,1.03,1.21,1.36,1.75,1.69,-0.26,-0.26,2.33,6.22,7.51,13.99,15.28,21.76,23.06,33.42,56.74,76.17,126.68,118.91,False,True,True,YF,
268,False,2015-09-11,2015-09-11,CRBP,"Corbus Pharmaceuticals Holdings, Inc.",Moran Sean F.,CFO,P - Purchase,1.8,5000.0,45250.0,12.0,9234.0,2.29,1.65,1.71,1.8,1.64,1.42,1.39,1.78,2.29,2.94,3.0,2.78,4.25,7.65,27.22,-8.33,-5.0,0.0,-8.89,-21.11,-22.78,-1.11,27.22,63.33,66.67,54.44,136.11,325.0,True,True,True,YF,NASDAQ
267,False,2015-09-11,2015-09-09,VMEM,Violin Memory Inc,Sindelar Cory,CFO,P - Purchase,0.0,10000.0,213989.0,5.0,14800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
271,False,2015-09-10,2015-09-02,SCX,Starrett L S Co,Starrett Douglas A,"Pres, CFO",P - Purchase,12.195,2167.0,12276.0,21.0,32743.0,11.8,10.67,10.83,10.4,9.24,8.83,8.76,9.44,9.57,11.66,11.64,11.56,10.42,7.81,-3.24,-12.51,-11.19,-14.72,-24.23,-27.59,-28.17,-22.59,-21.53,-4.39,-4.55,-5.21,-14.56,-35.96,False,True,True,YF,
269,False,2015-09-10,2015-09-09,TIER,Tier Reit Inc,Lucas Dallas E,"CFO, Treasurer",P - Purchase,0.0,7500.0,26468.0,40.0,109650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
270,False,2015-09-10,2015-09-08,FVRG,Forevergreen Worldwide Corp,Eldridge Jack B Jr,"CFO, Treasurer",P - Purchase,0.0,14489.0,144288.0,11.0,10859.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
272,False,2015-09-10,2015-09-08,MICT,"Micronet Enertec Technologies, Inc.",Leibovitz Eyal,CFO,P - Purchase,2.9,1000.0,1000.0,New,2750.0,2.66,2.62,2.3,2.13,1.97,1.95,2.0,1.83,2.15,1.96,2.1,1.78,1.74,0.85,-8.28,-9.66,-20.69,-26.55,-32.07,-32.76,-31.03,-36.9,-25.86,-32.41,-27.59,-38.62,-40.0,-70.69,False,True,True,YF,
274,False,2015-09-09,2015-09-09,IPDN,"Professional Diversity Network, Inc.",Mecklenburger David,CFO,P - Purchase,6.0,1500.0,4500.0,50.0,1125.0,5.84,5.2,6.32,4.88,4.4,3.6,2.64,3.6,4.48,4.0,3.68,4.08,5.84,5.23,-2.67,-13.33,5.33,-18.67,-26.67,-40.0,-56.0,-40.0,-25.33,-33.33,-38.67,-32.0,-2.67,-12.83,True,True,True,YF,NASDAQ
273,False,2015-09-09,2015-09-04,CC,Chemours Co,Newman Mark,"SVP, CFO",P - Purchase,7.706,10600.0,114109.0,10.0,98794.0,7.37,5.96,5.69,4.96,4.96,3.14,3.47,6.46,7.61,,7.29,6.41,9.58,40.44,-4.36,-22.66,-26.16,-35.63,-35.63,-59.25,-54.97,-16.17,-1.25,,-5.4,-16.82,24.32,424.79,False,True,True,YF,
275,False,2015-09-09,2015-09-04,TFM,"Fresh Market, Inc.",Ackerman Jeffrey C,EVP-CFO,P - Purchase,0.0,1500.0,9572.0,19.0,32085.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
276,False,2015-09-09,2015-09-03,BV,Bazaarvoice Inc,Offerdahl James,CFO,P - Purchase,21.25,10000.0,195309.0,5.0,50400.0,22.01,22.56,18.1,18.59,13.68,13.09,11.0,14.23,13.75,14.49,15.62,16.65,18.81,11.43,3.58,6.16,-14.82,-12.52,-35.62,-38.4,-48.24,-33.04,-35.29,-31.81,-26.49,-21.65,-11.48,-46.21,False,True,True,YF,
281,False,2015-09-08,2015-09-04,ATLO,Ames National Corp,Nelson John Patrick,"VP, CFO",P - Purchase,17.868,353.0,4685.0,8.0,7872.0,18.05,18.16,,20.7,19.2,18.77,19.1,19.95,,20.14,20.13,21.62,21.76,25.09,1.02,1.63,,15.85,7.45,5.05,6.9,11.65,,12.72,12.66,21.0,21.78,40.42,True,True,True,YF,NASDAQ
282,False,2015-09-08,2015-09-03,ZINC,Horsehead Holding Corp,Scherich Robert D,"VP, CFO",P - Purchase,0.0,10000.0,137100.0,8.0,75350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,,
280,False,2015-09-08,2015-09-04,EDR,"Education Realty Trust, Inc.",Brewer Edwin B Jr,"EVP, CFO",P - Purchase,24.0,1000.0,11592.0,9.0,28050.0,31.25,29.69,26.1,24.4,23.38,25.12,24.68,29.37,34.8,31.93,30.45,0.0,0.0,0.0,30.21,23.71,8.75,1.67,-2.58,4.67,2.83,22.38,45.0,33.04,26.88,0.0,0.0,0.0,False,True,True,YF,
279,False,2015-09-08,2015-09-04,HH,Hooper Holmes Inc,Balthazor Steven R,CFO,P - Purchase,0.0,50000.0,50000.0,New,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
278,False,2015-09-08,2015-09-04,ITI,"Iteris, Inc.",Schmidt Andrew C,"CFO, VP of Finance, Sec.",P - Purchase,2.16,10000.0,10000.0,New,22000.0,2.42,2.39,2.39,2.31,2.01,2.15,2.55,2.46,2.41,2.43,2.88,3.48,3.72,6.22,12.04,10.65,10.65,6.94,-6.94,-0.46,18.06,13.89,11.57,12.5,33.33,61.11,72.22,187.96,False,True,True,YF,
285,False,2015-09-04,2015-09-02,GLP,Global Partners LP,Foster Daphne H.,CFO,P - Purchase,15.962,2000.0,2400.0,500.0,62350.0,15.42,15.36,16.76,12.37,7.97,9.17,7.03,7.05,,7.35,7.23,7.08,8.98,10.78,-3.4,-3.77,5.0,-22.5,-50.07,-42.55,-55.96,-55.83,,-53.95,-54.7,-55.64,-43.74,-32.46,True,True,True,YF,NYSE
284,True,2015-09-04,2015-09-04,RXN,Rexnord Corp,Peterson Mark W,"SVP, CFO",P - Purchase,0.0,2540.0,9006.0,39.0,49886.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
283,False,2015-09-04,2015-09-02,SPNE,Seaspine Holdings Corp,Bostjancic John J.,CFO,P - Purchase,14.99,2500.0,22398.0,13.0,35125.0,16.92,16.87,15.9,14.66,16.21,13.78,12.89,14.07,14.15,10.3,9.7,9.64,10.04,11.52,12.88,12.54,6.07,-2.2,8.14,-8.07,-14.01,-6.14,-5.6,-31.29,-35.29,-35.69,-33.02,-23.15,True,True,True,YF,NASDAQ
286,False,2015-09-04,2015-09-04,BOBE,Bob Evans Farms Inc,Hood Mark E,CFO,P - Purchase,0.0,2200.0,24515.0,10.0,98384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
288,False,2015-09-03,2015-09-03,PSG,Performance Sports Group Ltd.,Rosenthal Amir,"Pres PSG Brands, CFO",P - Purchase,22015.0,15000.0,46604.0,47.0,191250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,YF,
289,False,2015-09-03,2015-09-01,FMC,Fmc Corp,Graves Paul W,"EVP, CFO",P - Purchase,32.959,3342.0,49780.0,7.0,136487.0,32.58,26.58,29.5,33.0,30.15,28.1,27.81,32.41,34.05,37.95,39.37,36.52,38.63,60.04,-1.15,-19.35,-10.49,0.12,-8.52,-14.74,-15.62,-1.67,3.31,15.14,19.45,10.8,17.21,82.17,False,True,True,YF,
290,False,2015-09-03,2015-09-02,RLOG,"Rand Logistics, Inc.",Hiltwein Mark S,CFO,P - Purchase,0.0,5000.0,15000.0,50.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
287,True,2015-09-03,2015-09-01,INTX,Intersections Inc,Barden Ronald L,CFO,P - Purchase,1.98,5000.0,30088.0,20.0,10150.0,1.94,1.98,2.29,2.17,2.52,2.45,2.31,2.52,2.41,2.34,2.28,1.74,1.79,3.06,-2.02,0.0,15.66,9.6,27.27,23.74,16.67,27.27,21.72,18.18,15.15,-12.12,-9.6,54.55,False,True,True,YF,
291,False,2015-09-02,2015-09-01,SRC,"Spirit Realty Capital, Inc.",Joseph Phillip D Jr,"EVP, CFO, Treasuer",P - Purchase,27.297,3553.0,45926.0,8.0,33380.0,26.09,25.72,29.45,28.63,29.12,28.04,31.81,33.15,33.74,35.47,35.71,39.35,40.49,24.64,-4.42,-5.78,7.89,4.88,6.68,2.72,16.53,21.44,23.6,29.94,30.82,44.16,48.33,-9.73,True,True,True,YF,NYSE
293,False,2015-09-02,2015-09-01,STAG,"Stag Industrial, Inc.",Jervis Geoffrey G,"CFO, EVP, Treasurer",P - Purchase,12.155,6000.0,34584.0,21.0,101086.0,12.29,12.76,14.4,13.8,13.72,13.36,,,,14.77,15.83,16.15,,20.99,1.11,4.98,18.47,13.53,12.88,9.91,,,,21.51,30.23,32.87,,72.69,True,True,True,YF,NYSE
294,False,2015-09-02,2015-08-31,TSQ,"Townsquare Media, Inc.",Rosenstein Stuart B,"EVP, CFO",P - Purchase,10.154,5500.0,5500.0,New,62730.0,9.76,8.77,9.76,9.99,10.42,8.4,9.23,9.88,9.21,7.66,6.98,8.04,8.37,8.91,-3.88,-13.63,-3.88,-1.62,2.62,-17.27,-9.1,-2.7,-9.3,-24.56,-31.26,-20.82,-17.57,-12.25,True,True,True,YF,NYSE
292,False,2015-09-02,2015-09-02,KOSS,Koss Corp,Smith David Donnan,"EVP, CFO",P - Purchase,0.0,3000.0,25029.0,14.0,7498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
296,False,2015-09-01,2015-08-31,BEBE,"Bebe Stores, Inc.",Woo Liyuan,CFO,P - Purchase,9.628,5300.0,16583.0,47.0,6771.0,7.52,6.89,7.66,2.74,4.08,2.88,2.95,3.8,2.74,2.53,3.44,3.51,5.83,3.53,-21.89,-28.44,-20.44,-71.54,-57.62,-70.09,-69.36,-60.53,-71.54,-73.72,-64.27,-63.54,-39.45,-63.34,False,True,True,YF,
297,False,2015-09-01,2015-08-31,CAS,Castle A M & Co,Anderson Patrick R.,"EVP, CFO, Treasurer",P - Purchase,10.06,10000.0,19297.0,108.0,28800.0,10.3,10.33,9.94,9.9,9.97,9.89,9.93,9.87,9.93,9.94,9.97,9.96,9.96,0.0,2.39,2.68,-1.19,-1.59,-0.89,-1.69,-1.29,-1.89,-1.29,-1.19,-0.89,-0.99,-0.99,0.0,False,True,True,YF,
295,False,2015-09-01,2015-08-31,BIOA,Bioamber Inc.,Ashworth Andrew P.,CFO,P - Purchase,0.0,700.0,4207.0,20.0,4207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
299,False,2015-08-31,2015-08-19,NSYS,Nortech Systems Inc,Graff Paula M,"VP, CFO",P - Purchase,4.2,216.0,2835.0,8.0,890.0,4.0,3.94,4.02,4.04,3.98,3.77,3.78,3.83,3.75,3.6,3.79,3.79,4.03,3.42,-4.76,-6.19,-4.29,-3.81,-5.24,-10.24,-10.0,-8.81,-10.71,-14.29,-9.76,-9.76,-4.05,-18.57,True,True,True,YF,NASDAQ
300,False,2015-08-31,2015-08-28,MPLX,Mplx LP,Griffith Timothy T.,"VP, CFO",P - Purchase,28.059,1000.0,10891.0,10.0,50260.0,24.99,22.69,19.69,22.7,17.04,16.74,11.4,14.99,19.07,18.93,19.65,18.81,19.13,20.91,-10.94,-19.13,-29.83,-19.1,-39.27,-40.34,-59.37,-46.58,-32.04,-32.54,-29.97,-32.96,-31.82,-25.48,True,True,True,YF,NYSE
298,False,2015-08-31,2015-08-27,DSW,Dsw Inc.,Meixelsperger Mary E,"SVP, CFO",P - Purchase,0.0,1750.0,5750.0,44.0,50768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
304,False,2015-08-28,2015-08-26,USBI,United Security Bancshares Inc,Elley Thomas S,"VP,CFO,PAO,Treas,Asst Sec",P - Purchase,0.0,250.0,2750.0,10.0,2125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,YF,
301,False,2015-08-28,2015-08-20,SUME,Summer Energy Holdings Inc,George Jaleea Pyle,"CFO, Secretary",P - Purchase,0.0,2450.0,2450.0,New,3288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
303,False,2015-08-28,2015-08-28,NURO,"Neurometrix, Inc.",Higgins Thomas T,"SVP, CFO",P - Purchase,0.0,4500.0,85494.0,6.0,4140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,True,YF,NASDAQ
302,True,2015-08-28,2015-08-26,SPB,"Spectrum Brands Holdings, Inc.",Martin Douglas L,"EVP, CFO",P - Purchase,65.62,1000.0,16886.0,6.0,92865.0,68.87,68.39,68.66,68.87,72.09,68.82,64.27,65.28,74.27,77.45,75.03,71.36,80.77,96.7,4.95,4.22,4.63,4.95,9.86,4.88,-2.06,-0.52,13.18,18.03,14.34,8.75,23.09,47.36,True,True,True,YF,NYSE
311,False,2015-08-27,2015-08-26,APA,Apache Corp,Riney Stephen J,"Exec Vice Pres, CFO",P - Purchase,35.682,6000.0,6000.0,New,237228.0,37.81,35.1,40.19,47.19,39.45,32.34,36.67,42.67,44.66,49.68,52.0,48.09,47.55,43.76,5.96,-1.63,12.63,32.25,10.56,-9.37,2.77,19.58,25.16,39.23,45.73,34.77,33.26,22.64,False,True,True,YF,
305,False,2015-08-27,2015-08-20,RXDX,"Ignyta, Inc.",Chacko Jacob,CFO,P - Purchase,24.95,1500.0,4938.0,44.0,18600.0,20.56,18.55,24.5,23.38,21.65,21.1,22.69,22.67,34.46,30.26,39.26,35.22,43.64,0.0,-17.6,-25.65,-1.8,-6.29,-13.23,-15.43,-9.06,-9.14,38.12,21.28,57.35,41.16,74.91,0.0,False,True,True,YF,
308,False,2015-08-27,2015-08-25,PPBI,Pacific Premier Bancorp Inc,Nicholson E Allen,"Exec VP, CFO",P - Purchase,17.139,1000.0,1000.0,New,19000.0,17.42,18.75,18.91,20.46,19.2,17.03,18.2,18.91,20.94,20.65,21.51,23.12,23.85,31.57,1.64,9.4,10.33,19.38,12.03,-0.64,6.19,10.33,22.18,20.49,25.5,34.9,39.16,84.2,True,True,True,YF,NASDAQ
310,False,2015-08-27,2015-08-25,APLE,"Apple Hospitality Reit, Inc.",Peery Bryan,"EVP, CFO",P - Purchase,12.302,5000.0,100000.0,5.0,82500.0,13.03,14.02,13.91,14.66,,14.86,13.55,14.56,14.64,14.94,14.47,13.92,14.1,15.56,5.92,13.97,13.07,19.17,,20.79,10.14,18.35,19.01,21.44,17.62,13.15,14.62,26.48,True,True,True,YF,NYSE
309,False,2015-08-27,2015-08-26,BOOT,"Boot Barn Holdings, Inc.",Hackman Gregory V.,CFO,P - Purchase,21.31,3000.0,3867.0,346.0,63000.0,22.1,20.92,17.74,10.96,12.38,7.24,8.32,10.08,8.28,6.5,8.03,9.07,12.65,8.07,3.71,-1.83,-16.75,-48.57,-41.91,-66.03,-60.96,-52.7,-61.15,-69.5,-62.32,-57.44,-40.64,-62.13,True,True,True,YF,NYSE
307,False,2015-08-27,2015-08-26,XONE,Exone Co,Smith Brian W,CFO,P - Purchase,0.0,9200.0,24200.0,61.0,66240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
306,False,2015-08-27,2015-08-26,HART,"Harvard Apparatus Regenerative Technology, Inc.",McNaughton Thomas,CFO,P - Purchase,24.878,10000.0,166128.0,6.0,8800.0,25.32,25.13,24.71,25.41,26.31,26.9,27.86,28.66,27.73,27.24,29.15,27.53,28.38,0.0,1.78,1.01,-0.68,2.14,5.76,8.13,11.99,15.2,11.46,9.49,17.17,10.66,14.08,0.0,False,True,True,YF,
314,False,2015-08-26,2015-08-25,RSYS,Radisys Corp,Wilson Jonathan,CFO,P - Purchase,2.59,2000.0,12154.0,20.0,5071.0,2.71,2.59,2.77,2.77,2.62,2.51,2.58,4.07,4.43,4.34,4.71,5.44,5.05,1.41,4.63,0.0,6.95,6.95,1.16,-3.09,-0.39,57.14,71.04,67.57,81.85,110.04,94.98,-45.56,False,True,True,YF,
313,False,2015-08-26,2015-08-26,RYAM,Rayonier Advanced Materials Inc.,Ruperto Frank A,"CFO, SVP Finance, Strategy",P - Purchase,5.716,5000.0,36007.0,16.0,33051.0,6.42,5.56,7.5,9.05,8.35,8.1,6.23,8.26,10.25,9.58,12.52,12.08,12.89,15.18,12.32,-2.73,31.21,58.33,46.08,41.71,8.99,44.51,79.32,67.6,119.03,111.34,125.51,165.57,True,True,True,YF,NYSE
